        Белгородская область;ru-bl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Брянская область;ru-br;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Владимирская область;ru-vl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Воронежская область;ru-vr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Ивановская область;ru-iv;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Калужская область;ru-kg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Костромская область;ru-kt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Курская область;ru-ks;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Липецкая область;ru-lp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Московская область;ru-2509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Орловская область;ru-ol;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Рязанская область;ru-rz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Смоленская область;ru-sm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Тамбовская область;ru-tb;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Тверская область;ru-tv;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Тульская область;ru-tl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Ярославская область;ru-ys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Город Москва столица Российской Федерации город федерального значения;ru-ms;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Республика Карелия;ru-ki;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Республика Коми;ru-ki;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Архангельская область;ru-ar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
            Ненецкий автономный округ (Архангельская область);ru-nn;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Вологодская область;ru-vo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Ростовская область;ru-ro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Республика Дагестан;ru-da;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Республика Ингушетия*;ru-in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Кабардино-Балкарская Республика;ru-kb;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Карачаево-Черкесская Республика;ru-kc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
        Республика Северная Осетия-Алания;ru-no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
